SRC_random Query: Medium,Depth,BBoxes,Data Size
"[119055, 69340, 212286, 162571]",1,"[69337, 9783, 474275, 219328]",309
"[90837, 81148, 184068, 174379]",1,"[69337, 9783, 474275, 219328]",309
"[239560, 289254, 332791, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[230319, 102212, 323550, 195443]",1,"[69337, 9783, 474275, 219328]",309
"[28204, 164815, 121435, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[254635, 308480, 347866, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52829, 365921, 146060, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[200358, 347534, 293589, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59771, 61069, 153002, 154300]",0,"[8117, 9783, 474275, 219328]",617
"[267259, 136901, 360490, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280969, 30517, 374200, 123748]",1,"[69337, 9783, 474275, 219328]",309
"[23902, 380698, 117133, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[366513, 317103, 459744, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[53345, 252253, 146576, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[144454, 315267, 237685, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142783, 376542, 236014, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303024, 205443, 396255, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93300, 132682, 186531, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[335956, 72065, 429187, 165296]",1,"[69337, 9783, 474275, 219328]",309
"[364017, 312819, 457248, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[279584, 91928, 372815, 185159]",1,"[69337, 9783, 474275, 219328]",309
"[268513, 349001, 361744, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[337394, 135619, 430625, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15015, 126854, 108246, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[83374, 378772, 176605, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323251, 361913, 416482, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83749, 341998, 176980, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89038, 318516, 182269, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333497, 101079, 426728, 194310]",1,"[69337, 9783, 474275, 219328]",309
"[43723, 63484, 136954, 156715]",0,"[8117, 9783, 474275, 219328]",617
"[154623, 58165, 247854, 151396]",1,"[69337, 9783, 474275, 219328]",309
"[149429, 334727, 242660, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253396, 310733, 346627, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143368, 311322, 236599, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[228238, 29876, 321469, 123107]",1,"[69337, 9783, 474275, 219328]",309
"[379442, 47303, 472673, 140534]",1,"[69337, 9783, 474275, 219328]",309
"[82229, 244837, 175460, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[38846, 190064, 132077, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[182630, 141254, 275861, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[342220, 221918, 435451, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212844, 19741, 306075, 112972]",1,"[69337, 9783, 474275, 219328]",309
"[163560, 350427, 256791, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134924, 119422, 228155, 212653]",1,"[69337, 9783, 474275, 219328]",309
"[54855, 318785, 148086, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[83612, 138065, 176843, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282261, 119789, 375492, 213020]",1,"[69337, 9783, 474275, 219328]",309
"[245608, 175720, 338839, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[13717, 139441, 106948, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[228753, 311281, 321984, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280364, 295278, 373595, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[75839, 380784, 169070, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182121, 306689, 275352, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[351935, 287706, 445166, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211666, 113201, 304897, 206432]",1,"[69337, 9783, 474275, 219328]",309
"[164480, 57891, 257711, 151122]",1,"[69337, 9783, 474275, 219328]",309
"[241507, 348404, 334738, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341399, 149506, 434630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132321, 347480, 225552, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145387, 168693, 238618, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52516, 201014, 145747, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[84116, 244014, 177347, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21886, 210658, 115117, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[345403, 242631, 438634, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[35363, 339227, 128594, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[157718, 275709, 250949, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[334227, 230346, 427458, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253592, 328608, 346823, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[306409, 279466, 399640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110172, 92172, 203403, 185403]",1,"[69337, 9783, 474275, 219328]",309
"[12061, 147990, 105292, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[64203, 209911, 157434, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[379289, 142910, 472520, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[111841, 262290, 205072, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254968, 146916, 348199, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278328, 220012, 371559, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[77695, 327238, 170926, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268902, 148695, 362133, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98287, 371964, 191518, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16266, 117037, 109497, 210268]",0,"[8117, 9783, 474275, 219328]",617
"[185792, 145330, 279023, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[379574, 378768, 472805, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65404, 352862, 158635, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[24476, 236746, 117707, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[170717, 177251, 263948, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[334242, 109062, 427473, 202293]",1,"[69337, 9783, 474275, 219328]",309
"[181354, 223234, 274585, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[74972, 344171, 168203, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73089, 139169, 166320, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195544, 255779, 288775, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239541, 99220, 332772, 192451]",1,"[69337, 9783, 474275, 219328]",309
"[368417, 193734, 461648, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[232348, 236895, 325579, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[223145, 199288, 316376, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[314342, 63464, 407573, 156695]",1,"[69337, 9783, 474275, 219328]",309
"[54147, 300479, 147378, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[245530, 76808, 338761, 170039]",1,"[69337, 9783, 474275, 219328]",309
"[58480, 16271, 151711, 109502]",0,"[8117, 9783, 474275, 219328]",617
"[283315, 375533, 376546, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[210626, 351306, 303857, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259778, 132605, 353009, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[214322, 342125, 307553, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58778, 229291, 152009, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[38152, 362175, 131383, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[163479, 323099, 256710, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97465, 166123, 190696, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[154163, 284332, 247394, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73350, 300618, 166581, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[358753, 363468, 451984, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184999, 9783, 278230, 101418]",1,"[69337, 9783, 474275, 219328]",309
"[83849, 9783, 177080, 102145]",1,"[69337, 9783, 474275, 219328]",309
"[56964, 186009, 150195, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[185188, 245270, 278419, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112133, 135393, 205364, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[204455, 359104, 297686, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307746, 249931, 400977, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145232, 294304, 238463, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97878, 243902, 191109, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[218001, 15904, 311232, 109135]",1,"[69337, 9783, 474275, 219328]",309
"[62251, 10599, 155482, 103830]",0,"[8117, 9783, 474275, 219328]",617
"[64288, 180938, 157519, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[117024, 171941, 210255, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293734, 68430, 386965, 161661]",1,"[69337, 9783, 474275, 219328]",309
"[270796, 166052, 364027, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56626, 61781, 149857, 155012]",0,"[8117, 9783, 474275, 219328]",617
"[293727, 331347, 386958, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159473, 40059, 252704, 133290]",1,"[69337, 9783, 474275, 219328]",309
"[137005, 66451, 230236, 159682]",1,"[69337, 9783, 474275, 219328]",309
"[366736, 94388, 459967, 187619]",1,"[69337, 9783, 474275, 219328]",309
"[241199, 94925, 334430, 188156]",1,"[69337, 9783, 474275, 219328]",309
"[94999, 252037, 188230, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143295, 372119, 236526, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96096, 238728, 189327, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[377547, 307455, 470778, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[22405, 302094, 115636, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[206566, 16679, 299797, 109910]",1,"[69337, 9783, 474275, 219328]",309
"[72447, 60778, 165678, 154009]",1,"[69337, 9783, 474275, 219328]",309
"[170543, 51561, 263774, 144792]",1,"[69337, 9783, 474275, 219328]",309
"[338591, 208099, 431822, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117515, 142592, 210746, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209360, 128455, 302591, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250923, 346352, 344154, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[319849, 272714, 413080, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301585, 201064, 394816, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105934, 231181, 199165, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[343555, 12504, 436786, 105735]",1,"[69337, 9783, 474275, 219328]",309
"[316930, 228804, 410161, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323986, 130646, 417217, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156642, 189946, 249873, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277137, 172659, 370368, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256053, 337833, 349284, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253251, 140906, 346482, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188779, 151150, 282010, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93999, 105899, 187230, 199130]",1,"[69337, 9783, 474275, 219328]",309
"[124635, 250481, 217866, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177757, 345065, 270988, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20292, 203316, 113523, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[256769, 334171, 350000, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[376668, 158229, 469899, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[362327, 137718, 455558, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19134, 61550, 112365, 154781]",0,"[8117, 9783, 474275, 219328]",617
"[248914, 279468, 342145, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103651, 111787, 196882, 205018]",1,"[69337, 9783, 474275, 219328]",309
"[211893, 375126, 305124, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323546, 182060, 416777, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297377, 77792, 390608, 171023]",1,"[69337, 9783, 474275, 219328]",309
"[25377, 265827, 118608, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[225142, 252957, 318373, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239255, 200917, 332486, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[14361, 111610, 107592, 204841]",0,"[8117, 9783, 474275, 219328]",617
"[305440, 115087, 398671, 208318]",1,"[69337, 9783, 474275, 219328]",309
"[43831, 265203, 137062, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[77073, 353985, 170304, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[54125, 280228, 147356, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[371704, 360327, 464935, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298546, 220426, 391777, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[329735, 154362, 422966, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117096, 49386, 210327, 142617]",1,"[69337, 9783, 474275, 219328]",309
"[232550, 20081, 325781, 113312]",1,"[69337, 9783, 474275, 219328]",309
"[293620, 258294, 386851, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187806, 9783, 281037, 102855]",1,"[69337, 9783, 474275, 219328]",309
"[111760, 331424, 204991, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162868, 227731, 256099, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243457, 377193, 336688, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277510, 375922, 370741, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156779, 41778, 250010, 135009]",1,"[69337, 9783, 474275, 219328]",309
"[28505, 53244, 121736, 146475]",0,"[8117, 9783, 474275, 219328]",617
"[189590, 206777, 282821, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[345420, 224392, 438651, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[207853, 346277, 301084, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372791, 343858, 466022, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[129860, 156586, 223091, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[262242, 218116, 355473, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298464, 9783, 391695, 101693]",1,"[69337, 9783, 474275, 219328]",309
"[337319, 236141, 430550, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341149, 159390, 434380, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361144, 262456, 454375, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[88861, 217352, 182092, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361791, 234366, 455022, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[215150, 315451, 308381, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323044, 166439, 416275, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254367, 295251, 347598, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[201932, 167529, 295163, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[227657, 315250, 320888, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[346966, 97207, 440197, 190438]",1,"[69337, 9783, 474275, 219328]",309
"[189866, 27652, 283097, 120883]",1,"[69337, 9783, 474275, 219328]",309
"[230657, 238358, 323888, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239257, 170836, 332488, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42628, 365532, 135859, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[127003, 181866, 220234, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[129247, 205633, 222478, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20719, 335746, 113950, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[185775, 89901, 279006, 183132]",1,"[69337, 9783, 474275, 219328]",309
"[104087, 268746, 197318, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[44358, 60329, 137589, 153560]",0,"[8117, 9783, 474275, 219328]",617
"[101005, 324757, 194236, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24886, 128092, 118117, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[348371, 101957, 441602, 195188]",1,"[69337, 9783, 474275, 219328]",309
"[13313, 351108, 106544, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[280846, 364146, 374077, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[237365, 362103, 330596, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234349, 102234, 327580, 195465]",1,"[69337, 9783, 474275, 219328]",309
"[159866, 216181, 253097, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239020, 171439, 332251, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286687, 27966, 379918, 121197]",1,"[69337, 9783, 474275, 219328]",309
"[91685, 259164, 184916, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90875, 64011, 184106, 157242]",1,"[69337, 9783, 474275, 219328]",309
"[354650, 69312, 447881, 162543]",1,"[69337, 9783, 474275, 219328]",309
"[256419, 156399, 349650, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[168162, 166350, 261393, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213211, 25054, 306442, 118285]",1,"[69337, 9783, 474275, 219328]",309
"[315336, 148206, 408567, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182086, 249973, 275317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[43670, 39496, 136901, 132727]",0,"[8117, 9783, 474275, 219328]",617
"[349340, 380944, 442571, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162105, 123332, 255336, 216563]",1,"[69337, 9783, 474275, 219328]",309
"[246553, 340303, 339784, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[170310, 295530, 263541, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116042, 206096, 209273, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[43791, 230388, 137022, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[29320, 30484, 122551, 123715]",0,"[8117, 9783, 474275, 219328]",617
"[56055, 201499, 149286, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[11824, 162566, 105055, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[170034, 38525, 263265, 131756]",1,"[69337, 9783, 474275, 219328]",309
"[8731, 25468, 101962, 118699]",0,"[8117, 9783, 474275, 219328]",617
"[335655, 30715, 428886, 123946]",1,"[69337, 9783, 474275, 219328]",309
"[89818, 319523, 183049, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96847, 254391, 190078, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[348571, 50714, 441802, 143945]",1,"[69337, 9783, 474275, 219328]",309
"[315092, 81125, 408323, 174356]",1,"[69337, 9783, 474275, 219328]",309
"[18717, 302091, 111948, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[78872, 61397, 172103, 154628]",1,"[69337, 9783, 474275, 219328]",309
"[48399, 379835, 141630, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[42363, 326635, 135594, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[354692, 68834, 447923, 162065]",1,"[69337, 9783, 474275, 219328]",309
"[113901, 60604, 207132, 153835]",1,"[69337, 9783, 474275, 219328]",309
"[263565, 235045, 356796, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50217, 68478, 143448, 161709]",0,"[8117, 9783, 474275, 219328]",617
"[256409, 241784, 349640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271000, 96225, 364231, 189456]",1,"[69337, 9783, 474275, 219328]",309
"[291157, 61526, 384388, 154757]",1,"[69337, 9783, 474275, 219328]",309
"[80571, 203420, 173802, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229436, 276261, 322667, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[76275, 50451, 169506, 143682]",1,"[69337, 9783, 474275, 219328]",309
"[336597, 273691, 429828, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[26516, 298070, 119747, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[138200, 57536, 231431, 150767]",1,"[69337, 9783, 474275, 219328]",309
"[206371, 203028, 299602, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[285270, 178063, 378501, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302606, 374462, 395837, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307937, 294698, 401168, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213842, 168924, 307073, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135086, 304857, 228317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[371687, 56113, 464918, 149344]",1,"[69337, 9783, 474275, 219328]",309
"[88063, 325285, 181294, 219328]",1,"[69337, 9783, 474275, 219328]",309
