SRC_random Query: Medium,Depth,BBoxes,Data Size
"[14, 6, 26, 18]",2,"[0, 0, 32, 32]",1024
"[28, 34, 40, 46]",4,"[24, 32, 40, 48]",256
"[10, 43, 22, 55]",4,"[8, 40, 24, 56]",256
"[38, 34, 50, 46]",2,"[32, 16, 64, 48]",1024
"[9, 10, 21, 22]",4,"[8, 8, 24, 24]",256
"[51, 22, 63, 34]",3,"[48, 16, 64, 48]",512
"[46, 21, 58, 33]",2,"[32, 16, 64, 48]",1024
"[1, 31, 13, 43]",3,"[0, 16, 16, 48]",512
"[30, 12, 42, 24]",2,"[16, 0, 48, 32]",1024
"[49, 4, 61, 16]",4,"[48, 0, 64, 16]",256
"[40, 11, 52, 23]",4,"[40, 8, 56, 24]",256
"[37, 14, 49, 26]",2,"[32, 0, 64, 32]",1024
"[51, 26, 63, 38]",4,"[48, 24, 64, 40]",256
"[41, 44, 53, 56]",4,"[40, 40, 56, 56]",256
"[9, 31, 21, 43]",3,"[8, 16, 24, 48]",512
"[1, 41, 13, 53]",4,"[0, 40, 16, 56]",256
"[25, 10, 37, 22]",4,"[24, 8, 40, 24]",256
"[13, 38, 25, 50]",2,"[0, 32, 32, 64]",1024
"[33, 4, 45, 16]",4,"[32, 0, 48, 16]",256
"[50, 25, 62, 37]",4,"[48, 24, 64, 40]",256
"[3, 35, 15, 47]",4,"[0, 32, 16, 48]",256
"[37, 1, 49, 13]",2,"[32, 0, 64, 32]",1024
"[10, 32, 22, 44]",4,"[8, 32, 24, 48]",256
"[30, 19, 42, 31]",2,"[16, 0, 48, 32]",1024
"[18, 35, 30, 47]",4,"[16, 32, 32, 48]",256
"[35, 30, 47, 42]",3,"[32, 16, 48, 48]",512
"[7, 40, 19, 52]",2,"[0, 32, 32, 64]",1024
"[37, 1, 49, 13]",2,"[32, 0, 64, 32]",1024
"[1, 12, 13, 24]",4,"[0, 8, 16, 24]",256
"[38, 22, 50, 34]",2,"[32, 16, 64, 48]",1024
"[3, 11, 15, 23]",4,"[0, 8, 16, 24]",256
"[48, 33, 60, 45]",4,"[48, 32, 64, 48]",256
"[50, 36, 62, 48]",4,"[48, 32, 64, 48]",256
"[42, 28, 54, 40]",4,"[40, 24, 56, 40]",256
"[38, 4, 50, 16]",2,"[32, 0, 64, 32]",1024
"[45, 33, 57, 45]",2,"[32, 32, 64, 64]",1024
"[20, 20, 32, 32]",4,"[16, 16, 32, 32]",256
"[32, 45, 44, 57]",3,"[32, 32, 48, 64]",512
"[42, 22, 54, 34]",3,"[40, 16, 56, 48]",512
"[21, 52, 33, 64]",2,"[16, 32, 48, 64]",1024
"[43, 17, 55, 29]",4,"[40, 16, 56, 32]",256
"[38, 23, 50, 35]",2,"[32, 16, 64, 48]",1024
"[28, 35, 40, 47]",4,"[24, 32, 40, 48]",256
"[13, 43, 25, 55]",2,"[0, 32, 32, 64]",1024
"[27, 2, 39, 14]",4,"[24, 0, 40, 16]",256
"[21, 23, 33, 35]",2,"[16, 16, 48, 48]",1024
"[42, 26, 54, 38]",4,"[40, 24, 56, 40]",256
"[6, 41, 18, 53]",2,"[0, 32, 32, 64]",1024
"[41, 49, 53, 61]",4,"[40, 48, 56, 64]",256
"[45, 49, 57, 61]",2,"[32, 32, 64, 64]",1024
"[46, 12, 58, 24]",2,"[32, 0, 64, 32]",1024
"[8, 41, 20, 53]",4,"[8, 40, 24, 56]",256
"[30, 35, 42, 47]",2,"[16, 32, 48, 64]",1024
"[46, 28, 58, 40]",2,"[32, 16, 64, 48]",1024
"[19, 49, 31, 61]",4,"[16, 48, 32, 64]",256
"[35, 22, 47, 34]",3,"[32, 16, 48, 48]",512
"[34, 11, 46, 23]",4,"[32, 8, 48, 24]",256
"[50, 2, 62, 14]",4,"[48, 0, 64, 16]",256
"[14, 45, 26, 57]",2,"[0, 32, 32, 64]",1024
"[48, 50, 60, 62]",4,"[48, 48, 64, 64]",256
"[18, 45, 30, 57]",3,"[16, 32, 32, 64]",512
"[51, 21, 63, 33]",3,"[48, 16, 64, 48]",512
"[5, 29, 17, 41]",2,"[0, 16, 32, 48]",1024
"[8, 27, 20, 39]",4,"[8, 24, 24, 40]",256
"[49, 32, 61, 44]",4,"[48, 32, 64, 48]",256
"[5, 12, 17, 24]",2,"[0, 0, 32, 32]",1024
"[4, 32, 16, 44]",4,"[0, 32, 16, 48]",256
"[11, 52, 23, 64]",4,"[8, 48, 24, 64]",256
"[4, 17, 16, 29]",4,"[0, 16, 16, 32]",256
"[25, 49, 37, 61]",4,"[24, 48, 40, 64]",256
"[46, 13, 58, 25]",2,"[32, 0, 64, 32]",1024
"[32, 33, 44, 45]",4,"[32, 32, 48, 48]",256
"[5, 20, 17, 32]",2,"[0, 16, 32, 48]",1024
"[50, 7, 62, 19]",3,"[48, 0, 64, 32]",512
"[42, 0, 54, 12]",4,"[40, 0, 56, 16]",256
"[37, 49, 49, 61]",2,"[32, 32, 64, 64]",1024
"[10, 9, 22, 21]",4,"[8, 8, 24, 24]",256
"[0, 8, 12, 20]",4,"[0, 8, 16, 24]",256
"[9, 11, 21, 23]",4,"[8, 8, 24, 24]",256
"[18, 11, 30, 23]",4,"[16, 8, 32, 24]",256
"[13, 36, 25, 48]",2,"[0, 32, 32, 64]",1024
"[38, 48, 50, 60]",2,"[32, 32, 64, 64]",1024
"[2, 38, 14, 50]",3,"[0, 32, 16, 64]",512
"[11, 20, 23, 32]",4,"[8, 16, 24, 32]",256
"[20, 26, 32, 38]",4,"[16, 24, 32, 40]",256
"[32, 37, 44, 49]",3,"[32, 32, 48, 64]",512
"[44, 46, 56, 58]",3,"[40, 32, 56, 64]",512
"[48, 33, 60, 45]",4,"[48, 32, 64, 48]",256
"[11, 48, 23, 60]",4,"[8, 48, 24, 64]",256
"[41, 45, 53, 57]",3,"[40, 32, 56, 64]",512
"[36, 20, 48, 32]",4,"[32, 16, 48, 32]",256
"[33, 18, 45, 30]",4,"[32, 16, 48, 32]",256
"[9, 25, 21, 37]",4,"[8, 24, 24, 40]",256
"[42, 29, 54, 41]",3,"[40, 16, 56, 48]",512
"[7, 11, 19, 23]",2,"[0, 0, 32, 32]",1024
"[16, 49, 28, 61]",4,"[16, 48, 32, 64]",256
"[48, 10, 60, 22]",4,"[48, 8, 64, 24]",256
"[47, 40, 59, 52]",2,"[32, 32, 64, 64]",1024
"[23, 28, 35, 40]",2,"[16, 16, 48, 48]",1024
"[19, 15, 31, 27]",3,"[16, 0, 32, 32]",512
"[2, 28, 14, 40]",4,"[0, 24, 16, 40]",256
"[24, 46, 36, 58]",3,"[24, 32, 40, 64]",512
"[52, 40, 64, 52]",4,"[48, 40, 64, 56]",256
"[0, 19, 12, 31]",4,"[0, 16, 16, 32]",256
"[12, 32, 24, 44]",4,"[8, 32, 24, 48]",256
"[41, 5, 53, 17]",3,"[40, 0, 56, 32]",512
"[38, 15, 50, 27]",2,"[32, 0, 64, 32]",1024
"[22, 14, 34, 26]",2,"[16, 0, 48, 32]",1024
"[11, 16, 23, 28]",4,"[8, 16, 24, 32]",256
"[5, 21, 17, 33]",2,"[0, 16, 32, 48]",1024
"[10, 52, 22, 64]",4,"[8, 48, 24, 64]",256
"[37, 41, 49, 53]",2,"[32, 32, 64, 64]",1024
"[37, 5, 49, 17]",2,"[32, 0, 64, 32]",1024
"[6, 4, 18, 16]",2,"[0, 0, 32, 32]",1024
"[45, 41, 57, 53]",2,"[32, 32, 64, 64]",1024
"[50, 35, 62, 47]",4,"[48, 32, 64, 48]",256
"[4, 36, 16, 48]",4,"[0, 32, 16, 48]",256
"[13, 25, 25, 37]",2,"[0, 16, 32, 48]",1024
"[15, 35, 27, 47]",2,"[0, 16, 32, 48]",1024
"[23, 42, 35, 54]",2,"[16, 32, 48, 64]",1024
"[6, 5, 18, 17]",2,"[0, 0, 32, 32]",1024
"[39, 51, 51, 63]",2,"[32, 32, 64, 64]",1024
"[32, 46, 44, 58]",3,"[32, 32, 48, 64]",512
"[21, 34, 33, 46]",2,"[16, 32, 48, 64]",1024
"[21, 38, 33, 50]",2,"[16, 32, 48, 64]",1024
"[27, 37, 39, 49]",3,"[24, 32, 40, 64]",512
"[24, 14, 36, 26]",3,"[24, 0, 40, 32]",512
"[29, 2, 41, 14]",2,"[16, 0, 48, 32]",1024
"[4, 47, 16, 59]",3,"[0, 32, 16, 64]",512
"[4, 1, 16, 13]",4,"[0, 0, 16, 16]",256
"[28, 38, 40, 50]",3,"[24, 32, 40, 64]",512
"[42, 22, 54, 34]",3,"[40, 16, 56, 48]",512
"[43, 51, 55, 63]",4,"[40, 48, 56, 64]",256
"[51, 7, 63, 19]",3,"[48, 0, 64, 32]",512
"[42, 18, 54, 30]",4,"[40, 16, 56, 32]",256
"[7, 43, 19, 55]",2,"[0, 32, 32, 64]",1024
"[50, 4, 62, 16]",4,"[48, 0, 64, 16]",256
"[9, 42, 21, 54]",4,"[8, 40, 24, 56]",256
"[12, 14, 24, 26]",3,"[8, 0, 24, 32]",512
"[34, 2, 46, 14]",4,"[32, 0, 48, 16]",256
"[41, 49, 53, 61]",4,"[40, 48, 56, 64]",256
"[31, 48, 43, 60]",2,"[16, 32, 48, 64]",1024
"[7, 51, 19, 63]",2,"[0, 32, 32, 64]",1024
"[12, 12, 24, 24]",4,"[8, 8, 24, 24]",256
"[29, 15, 41, 27]",2,"[16, 0, 48, 32]",1024
"[36, 9, 48, 21]",4,"[32, 8, 48, 24]",256
"[47, 13, 59, 25]",2,"[32, 0, 64, 32]",1024
"[45, 15, 57, 27]",2,"[32, 0, 64, 32]",1024
"[12, 43, 24, 55]",4,"[8, 40, 24, 56]",256
"[51, 11, 63, 23]",4,"[48, 8, 64, 24]",256
"[13, 5, 25, 17]",2,"[0, 0, 32, 32]",1024
"[15, 10, 27, 22]",2,"[0, 0, 32, 32]",1024
"[29, 7, 41, 19]",2,"[16, 0, 48, 32]",1024
"[42, 47, 54, 59]",3,"[40, 32, 56, 64]",512
"[34, 50, 46, 62]",4,"[32, 48, 48, 64]",256
"[19, 29, 31, 41]",3,"[16, 16, 32, 48]",512
"[22, 9, 34, 21]",2,"[16, 0, 48, 32]",1024
"[50, 11, 62, 23]",4,"[48, 8, 64, 24]",256
"[10, 16, 22, 28]",4,"[8, 16, 24, 32]",256
"[16, 41, 28, 53]",4,"[16, 40, 32, 56]",256
"[39, 18, 51, 30]",2,"[32, 16, 64, 48]",1024
"[34, 19, 46, 31]",4,"[32, 16, 48, 32]",256
"[14, 9, 26, 21]",2,"[0, 0, 32, 32]",1024
"[11, 1, 23, 13]",4,"[8, 0, 24, 16]",256
"[3, 28, 15, 40]",4,"[0, 24, 16, 40]",256
"[10, 31, 22, 43]",3,"[8, 16, 24, 48]",512
"[42, 41, 54, 53]",4,"[40, 40, 56, 56]",256
"[41, 8, 53, 20]",4,"[40, 8, 56, 24]",256
"[7, 21, 19, 33]",2,"[0, 16, 32, 48]",1024
"[23, 27, 35, 39]",2,"[16, 16, 48, 48]",1024
"[12, 5, 24, 17]",3,"[8, 0, 24, 32]",512
"[17, 12, 29, 24]",4,"[16, 8, 32, 24]",256
"[10, 35, 22, 47]",4,"[8, 32, 24, 48]",256
"[50, 31, 62, 43]",3,"[48, 16, 64, 48]",512
"[4, 29, 16, 41]",3,"[0, 16, 16, 48]",512
"[36, 29, 48, 41]",3,"[32, 16, 48, 48]",512
"[43, 18, 55, 30]",4,"[40, 16, 56, 32]",256
"[2, 25, 14, 37]",4,"[0, 24, 16, 40]",256
"[22, 1, 34, 13]",2,"[16, 0, 48, 32]",1024
"[17, 14, 29, 26]",3,"[16, 0, 32, 32]",512
"[12, 46, 24, 58]",3,"[8, 32, 24, 64]",512
"[43, 5, 55, 17]",3,"[40, 0, 56, 32]",512
"[15, 9, 27, 21]",2,"[0, 0, 32, 32]",1024
"[24, 51, 36, 63]",4,"[24, 48, 40, 64]",256
"[41, 28, 53, 40]",4,"[40, 24, 56, 40]",256
"[7, 4, 19, 16]",2,"[0, 0, 32, 32]",1024
"[38, 50, 50, 62]",2,"[32, 32, 64, 64]",1024
"[24, 19, 36, 31]",4,"[24, 16, 40, 32]",256
"[37, 35, 49, 47]",2,"[32, 16, 64, 48]",1024
"[16, 40, 28, 52]",4,"[16, 40, 32, 56]",256
"[51, 37, 63, 49]",3,"[48, 32, 64, 64]",512
"[46, 41, 58, 53]",2,"[32, 32, 64, 64]",1024
"[39, 34, 51, 46]",2,"[32, 16, 64, 48]",1024
"[31, 27, 43, 39]",2,"[16, 16, 48, 48]",1024
"[46, 31, 58, 43]",2,"[32, 16, 64, 48]",1024
"[46, 36, 58, 48]",2,"[32, 32, 64, 64]",1024
"[48, 48, 60, 60]",4,"[48, 48, 64, 64]",256
"[41, 11, 53, 23]",4,"[40, 8, 56, 24]",256
"[45, 14, 57, 26]",2,"[32, 0, 64, 32]",1024
"[30, 3, 42, 15]",2,"[16, 0, 48, 32]",1024
"[6, 44, 18, 56]",2,"[0, 32, 32, 64]",1024
"[50, 38, 62, 50]",3,"[48, 32, 64, 64]",512
"[20, 46, 32, 58]",3,"[16, 32, 32, 64]",512
"[10, 7, 22, 19]",3,"[8, 0, 24, 32]",512
"[27, 4, 39, 16]",4,"[24, 0, 40, 16]",256
"[30, 9, 42, 21]",2,"[16, 0, 48, 32]",1024
"[25, 11, 37, 23]",4,"[24, 8, 40, 24]",256
"[40, 3, 52, 15]",4,"[40, 0, 56, 16]",256
"[46, 33, 58, 45]",2,"[32, 16, 64, 48]",1024
"[14, 32, 26, 44]",2,"[0, 32, 32, 64]",1024
"[11, 5, 23, 17]",3,"[8, 0, 24, 32]",512
"[39, 26, 51, 38]",2,"[32, 16, 64, 48]",1024
"[44, 47, 56, 59]",3,"[40, 32, 56, 64]",512
"[42, 11, 54, 23]",4,"[40, 8, 56, 24]",256
"[10, 21, 22, 33]",3,"[8, 16, 24, 48]",512
"[17, 22, 29, 34]",3,"[16, 16, 32, 48]",512
"[27, 14, 39, 26]",3,"[24, 0, 40, 32]",512
"[18, 11, 30, 23]",4,"[16, 8, 32, 24]",256
"[49, 33, 61, 45]",4,"[48, 32, 64, 48]",256
"[52, 36, 64, 48]",4,"[48, 32, 64, 48]",256
"[38, 27, 50, 39]",2,"[32, 16, 64, 48]",1024
"[5, 44, 17, 56]",2,"[0, 32, 32, 64]",1024
"[15, 11, 27, 23]",2,"[0, 0, 32, 32]",1024
"[12, 33, 24, 45]",4,"[8, 32, 24, 48]",256
"[20, 18, 32, 30]",4,"[16, 16, 32, 32]",256
"[1, 43, 13, 55]",4,"[0, 40, 16, 56]",256
"[39, 26, 51, 38]",2,"[32, 16, 64, 48]",1024
"[51, 13, 63, 25]",3,"[48, 0, 64, 32]",512
"[18, 20, 30, 32]",4,"[16, 16, 32, 32]",256
"[47, 38, 59, 50]",2,"[32, 32, 64, 64]",1024
"[30, 11, 42, 23]",2,"[16, 0, 48, 32]",1024
"[39, 15, 51, 27]",2,"[32, 0, 64, 32]",1024
"[32, 1, 44, 13]",4,"[32, 0, 48, 16]",256
"[5, 40, 17, 52]",2,"[0, 32, 32, 64]",1024
"[35, 39, 47, 51]",3,"[32, 32, 48, 64]",512
"[34, 45, 46, 57]",3,"[32, 32, 48, 64]",512
"[27, 3, 39, 15]",4,"[24, 0, 40, 16]",256
"[17, 44, 29, 56]",4,"[16, 40, 32, 56]",256
"[46, 20, 58, 32]",2,"[32, 0, 64, 32]",1024
"[2, 1, 14, 13]",4,"[0, 0, 16, 16]",256
"[50, 30, 62, 42]",3,"[48, 16, 64, 48]",512
"[44, 43, 56, 55]",4,"[40, 40, 56, 56]",256
"[25, 41, 37, 53]",4,"[24, 40, 40, 56]",256
"[46, 25, 58, 37]",2,"[32, 16, 64, 48]",1024
"[14, 26, 26, 38]",2,"[0, 16, 32, 48]",1024
"[45, 39, 57, 51]",2,"[32, 32, 64, 64]",1024
"[23, 9, 35, 21]",2,"[16, 0, 48, 32]",1024
"[26, 48, 38, 60]",4,"[24, 48, 40, 64]",256
"[19, 23, 31, 35]",3,"[16, 16, 32, 48]",512
"[23, 4, 35, 16]",2,"[16, 0, 48, 32]",1024
"[23, 10, 35, 22]",2,"[16, 0, 48, 32]",1024
"[46, 52, 58, 64]",2,"[32, 32, 64, 64]",1024
"[4, 41, 16, 53]",4,"[0, 40, 16, 56]",256
"[23, 38, 35, 50]",2,"[16, 32, 48, 64]",1024
"[33, 14, 45, 26]",3,"[32, 0, 48, 32]",512
"[43, 24, 55, 36]",4,"[40, 24, 56, 40]",256
"[2, 6, 14, 18]",3,"[0, 0, 16, 32]",512
"[45, 13, 57, 25]",2,"[32, 0, 64, 32]",1024
"[51, 9, 63, 21]",4,"[48, 8, 64, 24]",256
"[24, 10, 36, 22]",4,"[24, 8, 40, 24]",256
"[13, 7, 25, 19]",2,"[0, 0, 32, 32]",1024
"[31, 44, 43, 56]",2,"[16, 32, 48, 64]",1024
"[46, 15, 58, 27]",2,"[32, 0, 64, 32]",1024
"[12, 25, 24, 37]",4,"[8, 24, 24, 40]",256
"[11, 0, 23, 12]",4,"[8, 0, 24, 16]",256
"[24, 32, 36, 44]",4,"[24, 32, 40, 48]",256
"[3, 38, 15, 50]",3,"[0, 32, 16, 64]",512
"[40, 1, 52, 13]",4,"[40, 0, 56, 16]",256
"[6, 30, 18, 42]",2,"[0, 16, 32, 48]",1024
"[46, 11, 58, 23]",2,"[32, 0, 64, 32]",1024
"[36, 36, 48, 48]",4,"[32, 32, 48, 48]",256
"[52, 52, 64, 64]",4,"[48, 48, 64, 64]",256
"[44, 49, 56, 61]",4,"[40, 48, 56, 64]",256
"[29, 1, 41, 13]",2,"[16, 0, 48, 32]",1024
"[11, 16, 23, 28]",4,"[8, 16, 24, 32]",256
"[30, 49, 42, 61]",2,"[16, 32, 48, 64]",1024
"[32, 17, 44, 29]",4,"[32, 16, 48, 32]",256
"[33, 47, 45, 59]",3,"[32, 32, 48, 64]",512
"[13, 22, 25, 34]",2,"[0, 16, 32, 48]",1024
"[39, 26, 51, 38]",2,"[32, 16, 64, 48]",1024
"[32, 50, 44, 62]",4,"[32, 48, 48, 64]",256
"[4, 5, 16, 17]",3,"[0, 0, 16, 32]",512
"[46, 36, 58, 48]",2,"[32, 32, 64, 64]",1024
"[33, 5, 45, 17]",3,"[32, 0, 48, 32]",512
"[27, 40, 39, 52]",4,"[24, 40, 40, 56]",256
"[23, 33, 35, 45]",2,"[16, 16, 48, 48]",1024
"[33, 14, 45, 26]",3,"[32, 0, 48, 32]",512
"[3, 4, 15, 16]",4,"[0, 0, 16, 16]",256
"[28, 24, 40, 36]",4,"[24, 24, 40, 40]",256
"[48, 30, 60, 42]",3,"[48, 16, 64, 48]",512
"[52, 32, 64, 44]",4,"[48, 32, 64, 48]",256
"[19, 39, 31, 51]",3,"[16, 32, 32, 64]",512
"[19, 41, 31, 53]",4,"[16, 40, 32, 56]",256
"[11, 49, 23, 61]",4,"[8, 48, 24, 64]",256
"[8, 42, 20, 54]",4,"[8, 40, 24, 56]",256
"[46, 2, 58, 14]",2,"[32, 0, 64, 32]",1024
"[47, 9, 59, 21]",2,"[32, 0, 64, 32]",1024
"[49, 44, 61, 56]",4,"[48, 40, 64, 56]",256
"[10, 18, 22, 30]",4,"[8, 16, 24, 32]",256
"[2, 20, 14, 32]",4,"[0, 16, 16, 32]",256
"[36, 25, 48, 37]",4,"[32, 24, 48, 40]",256
"[50, 27, 62, 39]",4,"[48, 24, 64, 40]",256
"[10, 2, 22, 14]",4,"[8, 0, 24, 16]",256
"[10, 27, 22, 39]",4,"[8, 24, 24, 40]",256
"[4, 39, 16, 51]",3,"[0, 32, 16, 64]",512
"[21, 34, 33, 46]",2,"[16, 32, 48, 64]",1024
"[30, 36, 42, 48]",2,"[16, 16, 48, 48]",1024
"[41, 47, 53, 59]",3,"[40, 32, 56, 64]",512
"[21, 33, 33, 45]",2,"[16, 32, 48, 64]",1024
"[44, 10, 56, 22]",4,"[40, 8, 56, 24]",256
"[9, 0, 21, 12]",4,"[8, 0, 24, 16]",256
"[52, 31, 64, 43]",3,"[48, 16, 64, 48]",512
"[11, 15, 23, 27]",3,"[8, 0, 24, 32]",512
"[50, 0, 62, 12]",4,"[48, 0, 64, 16]",256
"[44, 47, 56, 59]",3,"[40, 32, 56, 64]",512
"[20, 12, 32, 24]",4,"[16, 8, 32, 24]",256
"[31, 51, 43, 63]",2,"[16, 32, 48, 64]",1024
"[34, 36, 46, 48]",4,"[32, 32, 48, 48]",256
"[32, 18, 44, 30]",4,"[32, 16, 48, 32]",256
"[44, 38, 56, 50]",3,"[40, 32, 56, 64]",512
"[12, 4, 24, 16]",4,"[8, 0, 24, 16]",256
"[13, 16, 25, 28]",2,"[0, 0, 32, 32]",1024
"[13, 8, 25, 20]",2,"[0, 0, 32, 32]",1024
"[51, 34, 63, 46]",4,"[48, 32, 64, 48]",256
"[0, 16, 12, 28]",4,"[0, 16, 16, 32]",256
"[6, 30, 18, 42]",2,"[0, 16, 32, 48]",1024
"[27, 38, 39, 50]",3,"[24, 32, 40, 64]",512
"[37, 20, 49, 32]",2,"[32, 16, 64, 48]",1024
"[32, 39, 44, 51]",3,"[32, 32, 48, 64]",512
"[43, 12, 55, 24]",4,"[40, 8, 56, 24]",256
"[51, 1, 63, 13]",4,"[48, 0, 64, 16]",256
"[32, 49, 44, 61]",4,"[32, 48, 48, 64]",256
"[48, 45, 60, 57]",3,"[48, 32, 64, 64]",512
"[16, 17, 28, 29]",4,"[16, 16, 32, 32]",256
"[6, 19, 18, 31]",2,"[0, 16, 32, 48]",1024
"[45, 25, 57, 37]",2,"[32, 16, 64, 48]",1024
"[0, 33, 12, 45]",4,"[0, 32, 16, 48]",256
"[48, 25, 60, 37]",4,"[48, 24, 64, 40]",256
"[5, 10, 17, 22]",2,"[0, 0, 32, 32]",1024
"[15, 14, 27, 26]",2,"[0, 0, 32, 32]",1024
"[9, 20, 21, 32]",4,"[8, 16, 24, 32]",256
"[33, 24, 45, 36]",4,"[32, 24, 48, 40]",256
"[14, 25, 26, 37]",2,"[0, 16, 32, 48]",1024
"[49, 27, 61, 39]",4,"[48, 24, 64, 40]",256
"[20, 22, 32, 34]",3,"[16, 16, 32, 48]",512
"[15, 41, 27, 53]",2,"[0, 32, 32, 64]",1024
"[18, 18, 30, 30]",4,"[16, 16, 32, 32]",256
"[23, 10, 35, 22]",2,"[16, 0, 48, 32]",1024
"[1, 51, 13, 63]",4,"[0, 48, 16, 64]",256
"[4, 25, 16, 37]",4,"[0, 24, 16, 40]",256
"[28, 14, 40, 26]",3,"[24, 0, 40, 32]",512
"[15, 21, 27, 33]",2,"[0, 16, 32, 48]",1024
"[36, 7, 48, 19]",3,"[32, 0, 48, 32]",512
"[9, 23, 21, 35]",3,"[8, 16, 24, 48]",512
"[11, 23, 23, 35]",3,"[8, 16, 24, 48]",512
"[51, 41, 63, 53]",4,"[48, 40, 64, 56]",256
"[37, 14, 49, 26]",2,"[32, 0, 64, 32]",1024
"[25, 42, 37, 54]",4,"[24, 40, 40, 56]",256
"[15, 15, 27, 27]",2,"[0, 0, 32, 32]",1024
"[31, 2, 43, 14]",2,"[16, 0, 48, 32]",1024
"[27, 42, 39, 54]",4,"[24, 40, 40, 56]",256
"[3, 21, 15, 33]",3,"[0, 16, 16, 48]",512
"[45, 32, 57, 44]",2,"[32, 16, 64, 48]",1024
"[3, 48, 15, 60]",4,"[0, 48, 16, 64]",256
"[23, 43, 35, 55]",2,"[16, 32, 48, 64]",1024
"[6, 17, 18, 29]",2,"[0, 16, 32, 48]",1024
"[46, 40, 58, 52]",2,"[32, 32, 64, 64]",1024
"[0, 48, 12, 60]",4,"[0, 48, 16, 64]",256
"[39, 45, 51, 57]",2,"[32, 32, 64, 64]",1024
"[0, 18, 12, 30]",4,"[0, 16, 16, 32]",256
"[28, 48, 40, 60]",4,"[24, 48, 40, 64]",256
"[29, 13, 41, 25]",2,"[16, 0, 48, 32]",1024
"[3, 23, 15, 35]",3,"[0, 16, 16, 48]",512
"[25, 52, 37, 64]",4,"[24, 48, 40, 64]",256
"[35, 51, 47, 63]",4,"[32, 48, 48, 64]",256
"[24, 6, 36, 18]",3,"[24, 0, 40, 32]",512
"[7, 27, 19, 39]",2,"[0, 16, 32, 48]",1024
"[51, 42, 63, 54]",4,"[48, 40, 64, 56]",256
"[5, 52, 17, 64]",2,"[0, 32, 32, 64]",1024
"[14, 9, 26, 21]",2,"[0, 0, 32, 32]",1024
"[35, 50, 47, 62]",4,"[32, 48, 48, 64]",256
"[24, 40, 36, 52]",4,"[24, 40, 40, 56]",256
"[13, 1, 25, 13]",2,"[0, 0, 32, 32]",1024
"[46, 49, 58, 61]",2,"[32, 32, 64, 64]",1024
"[39, 17, 51, 29]",2,"[32, 16, 64, 48]",1024
"[4, 36, 16, 48]",4,"[0, 32, 16, 48]",256
"[8, 18, 20, 30]",4,"[8, 16, 24, 32]",256
"[17, 46, 29, 58]",3,"[16, 32, 32, 64]",512
"[10, 2, 22, 14]",4,"[8, 0, 24, 16]",256
"[4, 24, 16, 36]",4,"[0, 24, 16, 40]",256
"[15, 4, 27, 16]",2,"[0, 0, 32, 32]",1024
"[13, 24, 25, 36]",2,"[0, 16, 32, 48]",1024
"[51, 49, 63, 61]",4,"[48, 48, 64, 64]",256
"[28, 1, 40, 13]",4,"[24, 0, 40, 16]",256
"[1, 47, 13, 59]",3,"[0, 32, 16, 64]",512
"[24, 16, 36, 28]",4,"[24, 16, 40, 32]",256
"[13, 4, 25, 16]",2,"[0, 0, 32, 32]",1024
"[36, 6, 48, 18]",3,"[32, 0, 48, 32]",512
"[36, 34, 48, 46]",4,"[32, 32, 48, 48]",256
"[16, 6, 28, 18]",3,"[16, 0, 32, 32]",512
"[29, 27, 41, 39]",2,"[16, 16, 48, 48]",1024
"[20, 13, 32, 25]",3,"[16, 0, 32, 32]",512
"[34, 24, 46, 36]",4,"[32, 24, 48, 40]",256
"[21, 2, 33, 14]",2,"[16, 0, 48, 32]",1024
"[27, 0, 39, 12]",4,"[24, 0, 40, 16]",256
"[27, 47, 39, 59]",3,"[24, 32, 40, 64]",512
"[32, 32, 44, 44]",4,"[32, 32, 48, 48]",256
"[38, 39, 50, 51]",2,"[32, 32, 64, 64]",1024
"[49, 0, 61, 12]",4,"[48, 0, 64, 16]",256
"[3, 0, 15, 12]",4,"[0, 0, 16, 16]",256
"[14, 18, 26, 30]",2,"[0, 0, 32, 32]",1024
"[40, 13, 52, 25]",3,"[40, 0, 56, 32]",512
"[1, 19, 13, 31]",4,"[0, 16, 16, 32]",256
"[7, 43, 19, 55]",2,"[0, 32, 32, 64]",1024
"[14, 27, 26, 39]",2,"[0, 16, 32, 48]",1024
"[39, 49, 51, 61]",2,"[32, 32, 64, 64]",1024
"[15, 19, 27, 31]",2,"[0, 16, 32, 48]",1024
"[35, 23, 47, 35]",3,"[32, 16, 48, 48]",512
"[31, 25, 43, 37]",2,"[16, 16, 48, 48]",1024
"[37, 42, 49, 54]",2,"[32, 32, 64, 64]",1024
"[40, 23, 52, 35]",3,"[40, 16, 56, 48]",512
"[45, 0, 57, 12]",2,"[32, 0, 64, 32]",1024
"[47, 1, 59, 13]",2,"[32, 0, 64, 32]",1024
"[4, 38, 16, 50]",3,"[0, 32, 16, 64]",512
"[49, 17, 61, 29]",4,"[48, 16, 64, 32]",256
"[37, 18, 49, 30]",2,"[32, 16, 64, 48]",1024
"[27, 33, 39, 45]",4,"[24, 32, 40, 48]",256
"[41, 10, 53, 22]",4,"[40, 8, 56, 24]",256
"[28, 26, 40, 38]",4,"[24, 24, 40, 40]",256
"[25, 19, 37, 31]",4,"[24, 16, 40, 32]",256
"[39, 16, 51, 28]",2,"[32, 16, 64, 48]",1024
